
1
0.8855481,0.9272534,1.009319,0.9374245,0.8387429,0.7978793,0.9749594,0.9710203,0.9913039,0.7211195,0.8179187,0.7412102,0.7534386,0.8010641,0.7691389,0.9143646,0.8228565,0.9698895,1.027834,0.9377742,0.9784941,0.871797,0.9718364,0.867841,0.8992234,1.040367,1.008674,0.948482,0.7413543,1.068213
0.7983808,0.8298205,0.785535,0.9374245,0.8387429,0.9940398,0.7326923,0.8452985,1.107987,0.8592243,0.8653281,0.8606313,0.7899583,1.039592,0.853326,0.8558151,0.871797,0.8508587,0.9195288,0.8675311,0.7683973,0.7859992,0.7425638,0.9371534,0.7480036,0.9301841,0.8475244,0.6635243,0.7166052,0.9304105,0.7700256,0.7453914,0.7855869,0.7668768,0.8517581,0.926456,0.8281655,0.8507497,0.8431264
0.8690087,0.6768626,0.6141695,0.6725172,0.8130539,0.6138951,0.7378742,0.8493982,0.9956139,0.7630351,0.8456884,1.145525,0.6862632,0.6994603,0.7487878,0.7530298,0.7815868,1.137364,1.169749,0.8471063,0.8324701,0.8024151,0.8603269,1.185523,0.840876,0.7039428,0.9273863,0.674904,0.9015425,0.8088852,0.9186409
0.7331164,0.7957841,0.6798813,0.6618266,0.7890615,0.8198887,0.6138951,0.7235304,0.8335108,0.6655354,0.8162617,0.9956139,0.7582775,0.5929574,0.6371307,0.6862632,0.6994603,0.8081768,0.8097007,0.7378001,0.5925758,0.6821619,0.7475742,0.8007731,0.8100778,0.6751238,0.7865517,0.7808338,0.6682708,0.6657128,0.5689665,0.6400378,0.6132866,0.7384442,0.7337717,0.7293828,0.5640434,0.8891914,0.7015444,0.7912189,0.7111899,0.6460692,0.6411306
0.7293417,0.5353947,0.5924929,0.4495797,0.485313,0.6306946,0.712629,0.7235304,0.7726661,0.4786919,0.7278963,0.5651546,0.6278605,0.479568,0.8728447,0.5903859,0.5891541,0.601858,0.9527879,0.7378001,0.6640028,0.7113296,0.5670421,0.8007731,0.7124205,0.7079955,0.7937352,0.7865517,0.591545,0.6707474,0.6897236,0.9605473,0.6832523,0.8154451,0.6973459,0.7796908,0.7359834,0.6401367,0.7363728,0.7826516,0.6252804,0.8846507
0.7293417,0.4671246,0.6323519,0.7639172,0.563892,0.7174971,0.7726661,0.7159808,0.8027389,0.4760412,0.6278605,0.7545815,0.9538658,0.6335595,0.654633,0.9341429,0.5298607,1.026463,0.4181048,0.6458741,0.6963359,0.5048888,0.8764294,0.7937352,0.5167808,0.6199358,0.5766648,0.5127562,0.5128738,0.776812,0.4927111,0.6921356,0.5512993,0.6922509,0.6338369,0.4136763,0.8318197,0.6257399
0.4814139,0.640839,0.7017773,1.019038,0.7130923,0.9564552,0.8273562,0.4826861,0.4738721,0.5478673,0.555144,0.4747117,0.7726661,0.840916,0.6392757,0.3790373,0.7062514,0.669634,0.8909345,0.5378659,0.6520615,0.7062506,0.8304067,0.9538658,0.8302654,0.9784912,0.7456219,0.467889,0.8916576,0.8358111,0.9101726,0.9941313,0.7608526,0.6466588,0.4378005,0.5320408,0.4181048,0.8934826,0.7950137,0.4459136,0.7923953,0.5369965,0.9147417,0.7130671,0.6771153,0.9651274,0.6432074,0.7246162,0.8201117,0.842778,0.8194682,0.7257449,0.4493642,0.97919,0.57833,0.4957933,0.4838439,0.7657543,0.5143105,0.774974,0.7281861,0.7418551,0.913901,0.6922509,0.6170693,0.4384982,0.4793911,0.3993128,1.030963,0.6197912,0.7220218
0.237422,0.5425363,0.2539098,0.5675818,0.6309447,0.7506657,0.2953444,0.4747117,0.7823401,0.9107625,0.4670195,0.5378659,0.6520615,0.9356208,0.890422,0.5939866,0.4094376,0.8675006,0.677891,0.9448332,0.1622889,0.259387,0.4459136,0.7376347,0.6432074,0.2942649,0.4493642,0.5284852,0.2380214,0.3702918,0.4471268,0.4760246,0.9690906,0.7388333,0.1918285,0.2699372,1.012728,0.6374715,0.5813906
0.5569918,0.6537644,0.5541612,0.6583285,0.6361331,0.556488,0.6029005,0.5804316,0.1767059,0.5388468,0.3959098,0.4859228,0.1246952,0.517533,0.2142894,0.3495325,0.9101997,0.491215,0.5560965,0.6195453,0.5581166,0.4139925,0.2225029,0.1,0.6142396,0.4782076,0.7313373,0.5810723,0.647938,0.120553,0.5705932,0.9448332,0.7432334,0.6325799,0.3120188,0.553346,0.558553,0.2856523,0.9709628,0.6229062,0.5898741,0.5526701,0.556362,0.154198,0.7452049,0.3932264,0.6300697,0.5442179,0.25206,0.2262804,0.299325,0.2416807,0.4041521,0.3565828,0.5754799,0.4858419,0.4651443,0.6454319,0.4341516,0.2041494,0.400672
0.2942705,0.6142886,0.4547611,0.3418837,0.1340645,0.2258921,0.4859228,0.4640025,0.1779493,0.1,0.491215,0.5975854,0.5581166,0.3778646,0.2417588,0.5182266,0.7032475,0.3077011,0.4416743,0.5037315,0.1549985,0.3151113,0.456974,0.6556023,0.3903325,0.4010425,0.463854,0.5330502,0.8931516,0.2416807,0.2917655,0.5916858
